"agency","Year","Amount","Expenditure","country"
"UN-HABITAT","2016","85829.58","85,830","Ecuador"
"IOM","2016","85405","85,405","Trinidad and Tobago"
"UNIDO","2016","85125.51255","85,126","Netherlands"
"WMO","2016","85088.78049","85,089","Sri Lanka"
"UNIDO","2016","84886.16109","84,886","Democratic People's Republic of Korea"
"ILO","2016","84866","84,866","Oman"
"UNAIDS","2016","84600.53","84,601","Republic of Moldova"
"ILO","2016","83778","83,778","Congo (the Democratic Republic of the)"
"WMO","2016","82830.2439","82,830","Seychelles"
"FAO","2016","82536.37","82,536","Malaysia"
"IOM","2016","82373","82,373","Togo"
"UNOPS","2016","81000","81,000","Angola"
"UNFPA","2016","79964.55","79,965","Mauritius"
"WMO","2016","79883.90244","79,884","Indonesia"
"UPU","2016","75888.04878","75,888","Comoros"
"UN-HABITAT","2016","75772.21","75,772","Arab States"
"ICAO","2016","75653.74446","75,654","Mali"
"UPU","2016","75637.01463","75,637","Nepal"
"UNIDO","2016","75023.98536","75,024","Croatia"
"WMO","2016","74970.73171","74,971","Bolivia (Plurinational State of)"
"UN-HABITAT","2016","74682.37","74,682","China"
"UPU","2016","74661.08293","74,661","Madagascar"
"WMO","2016","74023.41463","74,023","Republic of Korea"
"WMO","2016","73584.39024","73,584","Guatemala"
"ILO","2016","73228","73,228","Portugal"
"FAO","2016","72999.93","73,000","Bosnia and Herzegovina"
"UNAIDS","2016","72477.57","72,478","Gambia"
"UNIDO","2016","72439.10042","72,439","Honduras"
"UNDP","2016","72411","72,411","Tokelau"
"UNAIDS","2016","72213.35","72,213","Kyrgyzstan"
"UNWOMEN","2016","71793","71,793","Solomon Islands"
"UNDP","2016","71676","71,676","Montserrat"
"FAO","2016","69308.63","69,309","Micronesia (Federated States of)"
"UNIDO","2016","69025.20921","69,025","Turkmenistan"
"UN-HABITAT","2016","68743.23","68,743","Cameroon"
"UNDP","2016","67163","67,163","Antigua and Barbuda"
"WHO","2016","67034","67,034","Tokelau"
"UNIDO","2016","66939.9477","66,940","El Salvador"
"WMO","2016","66516.09756","66,516","Australia"
"UNAIDS","2016","66511.4","66,511","Lao People's Democratic Republic"
"IOM","2016","66315","66,315","Benin"
"WHO","2016","66041","66,041","Tuvalu"
"ILO","2016","65435","65,435","Mexico"
"UPU","2016","64340.9561","64,341","Sudan"
"FAO","2016","61919.87","61,920","Saint Vincent and the Grenadines"
"UNWOMEN","2016","61770","61,770","Thailand"
"WMO","2016","61640","61,640","Curaçao"
"ILO","2016","60700","60,700","Germany"
"UPU","2016","60260.16585","60,260","Zambia"
"WMO","2016","60185.36585","60,185","Singapore"
"UNOPS","2016","60000","60,000","Zambia"
"UNOPS","2016","59000","59,000","Nicaragua"
"WMO","2016","58971.70732","58,972","United Arab Emirates"
"ITU","2016","58851.70732","58,852","United Arab Emirates"
"WMO","2016","58721.95122","58,722","Japan"
"UNIDO","2016","58325.8159","58,326","Paraguay"
"UPU","2016","57662.4878","57,662","Angola"
"UPU","2016","57661.93171","57,662","Myanmar"
"ILO","2016","57631","57,631","Serbia"
"UN-HABITAT","2016","56698.84","56,699","Uganda"
"UNAIDS","2016","56405.79","56,406","Tunisia"
"WHO","2016","55387","55,387","Cyprus"
"WMO","2016","55278.04878","55,278","Germany"
"FAO","2016","55208.15","55,208","Tokelau"
"WMO","2016","54569.7561","54,570","Dominican Republic"
"UPU","2016","54406.97561","54,407","Bhutan"
"FAO","2016","53442.64","53,443","Tuvalu"
"ILO","2016","53169","53,169","Ukraine"
"WMO","2016","53015.60976","53,016","Philippines"
"UPU","2016","51806.5561","51,807","Chad"
"UNWOMEN","2016","51727","51,727","Mauritania"
"UNAIDS","2016","51633.72","51,634","Eritrea"
"ICAO","2016","50984.15066","50,984","Nigeria"
"UNIDO","2016","50583.5251","50,584","Bahrain"
"WMO","2016","50160","50,160","Mauritania"
"UNIDO","2016","49243.28452","49,243","Vanuatu"
"WMO","2016","48800.97561","48,801","Canada"
"WMO","2016","48766.82927","48,767","France"
"UNIDO","2016","48357.46862","48,357","Belgium"
"WMO","2016","48134.63415","48,135","Zimbabwe"
"ICAO","2016","47199.35007","47,199","Haiti"
"WMO","2016","47186.34146","47,186","Austria"
"UNOPS","2016","47000","47,000","Iran (Islamic Republic of)"
"UNOPS","2016","47000","47,000","Lao People's Democratic Republic"
"UPU","2016","46779.85366","46,780","Philippines"
"ILO","2016","46593","46,593","Mali"
"UNAIDS","2016","46327","46,327","Armenia"
"WMO","2016","46327.80488","46,328","Rwanda"
"WHO","2016","46000","46,000","Guam"
"UNAIDS","2016","45843.15","45,843","Sri Lanka"
"ICAO","2016","45503.4195","45,503","Bolivia (Plurinational State of)"
"WMO","2016","44475.12195","44,475","Spain"
"ILO","2016","44325","44,325","Brunei Darussalam"
"IOM","2016","43560","43,560","Qatar"
"WHO","2016","43325","43,325","United Arab Emirates"
"UNAIDS","2016","43301.27","43,301","Venezuela (Bolivarian Republic of)"
"WHO","2016","42946","42,946","Niue"
"ICAO","2016","42755.25849","42,755","Norway"
"WMO","2016","42688.78049","42,689","Chile"
"FAO","2016","42416.65","42,417","Montenegro"
"WHO","2016","42078","42,078","Kuwait"
"WMO","2016","42006.82927","42,007","Ethiopia"
"ILO","2016","41357","41,357","Albania"
"UNIDO","2016","40038.93305","40,039","Slovenia"
"UPU","2016","39502.34146","39,502","Uganda"
"WMO","2016","38937.56098","38,938","Peru"
"ICAO","2016","38586.15953","38,586","Bangladesh"
"FAO","2016","38403.83","38,404","United Arab Emirates"
"WMO","2016","38021.46341","38,021","Georgia"
"WMO","2016","37526.82927","37,527","Myanmar"
"WMO","2016","37496.58537","37,497","Uzbekistan"
"WMO","2016","37384.39024","37,384","Tanzania, United Republic of"
"WMO","2016","35958.04878","35,958","Kazakhstan"
"WMO","2016","35352.19512","35,352","Serbia"
"UN-HABITAT","2016","34934.7","34,935","Cabo Verde"
"ITU","2016","34893.65854","34,894","Rwanda"
"WMO","2016","34791.21951","34,791","Panama"
"WHO","2016","34766","34,766","Palau"
"WMO","2016","34582.43902","34,582","Ghana"
"ICAO","2016","34378.48597","34,378","Rwanda"
"FAO","2016","34268.3","34,268","Kiribati"
"ILO","2016","34221","34,221","Suriname"
"ILO","2016","34084","34,084","Republic of Moldova"
"ITU","2016","34026.34146","34,026","Argentina"
"WHO","2016","33105","33,105","American Samoa"
"WHO","2016","32284","32,284","Northern Mariana Islands"
"ICAO","2016","32020.76071","32,021","Spain"
"FAO","2016","31296.69","31,297","Grenada"
"UNIDO","2016","30909.65481","30,910","Fiji"
"ILO","2016","30082","30,082","Papua New Guinea"
"UN-HABITAT","2016","30000","30,000","Djibouti"
"WHO","2016","29837","29,837","Bahrain"
"WMO","2016","29734.63415","29,735","Solomon Islands"
"FAO","2016","28805.87","28,806","Palau"
"FAO","2016","28797.56","28,798","Cook Islands"
"UNOPS","2016","28000","28,000","Congo"
"UPU","2016","27564.30244","27,564","Burundi"
"ITU","2016","27560","27,560","Burundi"
"UPU","2016","27531.6","27,532","Mali"
"ICAO","2016","27531.1226","27,531","Viet Nam"
"WMO","2016","26289.7561","26,290","Mauritius"
"UNIDO","2016","26083.91213","26,084","Kuwait"
"WMO","2016","25909.26829","25,909","Lebanon"
"IOM","2016","25054","25,054","Cuba"
"UPU","2016","24742.87805","24,743","Bangladesh"
"FAO","2016","24701.77","24,702","Bahrain"
"WMO","2016","24557.07317","24,557","Russian Federation"
"UNOPS","2016","24000","24,000","Mauritius"
"ITU","2016","23723.90244","23,724","Singapore"
"UN-HABITAT","2016","23595.9","23,596","India"
"WMO","2016","23168.78049","23,169","Barbados"
"UNIDO","2016","23061.37029","23,061","Lesotho"
"UNWOMEN","2016","22882","22,882","Serbia"
"WMO","2016","22755.12195","22,755","Cambodia"
"WHO","2016","22248","22,248","Singapore"
"UNIDO","2016","21859.80126","21,860","Mauritania"
"UPU","2016","21561.22927","21,561","Timor-Leste"
"WMO","2016","21295.60976","21,296","Albania"
"UNIDO","2016","21108.61925","21,109","Jamaica"
"UNIDO","2016","20492.26987","20,492","Seychelles"
"UNIDO","2016","20328.3682","20,328","Saint Vincent and the Grenadines"
"WHO","2016","20088","20,088","Malta"
"ICAO","2016","20060.09601","20,060","Fiji"
"WMO","2016","18762.92683","18,763","Uganda"
"ICAO","2016","18100.34712","18,100","China, Macao Special Administrative Region"
"UNIDO","2016","18041.44351","18,041","Costa Rica"
"UPU","2016","17448.00976","17,448","Haiti"
"ITU","2016","16640","16,640","Azerbaijan"
"UPU","2016","16575.86341","16,576","Equatorial Guinea"
"UPU","2016","16479.30732","16,479","Solomon Islands"
"ITU","2016","16461.46341","16,461","Arab States"
"ILO","2016","16404","16,404","Panama"
"UPU","2016","15791.12195","15,791","Djibouti"
"WMO","2016","15696.58537","15,697","Ireland"
"UPU","2016","15273.53171","15,274","Guinea"
"WMO","2016","15240","15,240","Belgium"
"UPU","2016","14362.62439","14,363","Niger"
"ICAO","2016","14148.16839","14,148","Djibouti"
"ITU","2016","13785.36585","13,785","Burkina Faso"
"WHO","2016","13598","13,598","Nauru"
"WMO","2016","13278.04878","13,278","New Zealand"
"UNOPS","2016","13000","13,000","Israel"
"WMO","2016","12581.46341","12,581","Martinique"
"ITU","2016","12553.17073","12,553","Norway"
"WMO","2016","12230.2439","12,230","Guyana"
"WMO","2016","11460.4878","11,460","Burkina Faso"
"WMO","2016","11410.73171","11,411","Netherlands"
"UNIDO","2016","11385.11506","11,385","Equatorial Guinea"
"UNIDO","2016","11050.39749","11,050","United States of America"
"UNOPS","2016","11000","11,000","Russian Federation"
"UNAIDS","2016","10838.59","10,839","Bolivia (Plurinational State of)"
"ILO","2016","10825","10,825","Niger"
"ILO","2016","10724","10,724","United States of America"
"WMO","2016","10331.70732","10,332","Cameroon"
"UPU","2016","10194.16585","10,194","Cambodia"
"WMO","2016","10101.46341","10,101","Costa Rica"
"WMO","2016","10002.92683","10,003","Iceland"
"UNOPS","2016","10000","10,000","Djibouti"
"WHO","2016","9700","9,700","Réunion"
"WHO","2016","9639","9,639","Brunei Darussalam"
"UPU","2016","9334.068293","9,334","Kiribati"
"WMO","2016","8706.341463","8,706","Armenia"
"UNIDO","2016","8588.389121","8,588","Gabon"
"UNIDO","2016","8468.002092","8,468","Saint Lucia"
"WMO","2016","8285.853659","8,286","Réunion"
"UNHCR","2016","7855.96","7,856","Kuwait"
"WMO","2016","7247.804878","7,248","Gabon"
"UNWOMEN","2016","7033","7,033","Nicaragua"
"UPU","2016","6823.473171","6,823","Somalia"
"WMO","2016","6801.95122","6,802","Norway"
"UPU","2016","6793.843902","6,794","Afghanistan"
"WMO","2016","6670.243902","6,670","Slovenia"
"UPU","2016","6414.62439","6,415","Lao People's Democratic Republic"
"UNIDO","2016","5979.926778","5,980","Botswana"
"WMO","2016","5832.195122","5,832","Portugal"
"ILO","2016","5754","5,754","Benin"
"UNAIDS","2016","5200","5,200","Mexico"
"ILO","2016","4912","4,912","Cyprus"
"UNHCR","2016","4891.38","4,891","Papua New Guinea"
"UNAIDS","2016","4828.24","4,828","Malaysia"
"UNAIDS","2016","4412","4,412","Panama"
"ICAO","2016","4407.843427","4,408","Bahamas"
"ICAO","2016","3998.818316","3,999","Ethiopia"
"ICAO","2016","3889.65288","3,890","Swaziland"
"WMO","2016","3728.780488","3,729","Thailand"
"UPU","2016","3352.536585","3,353","Côte d'Ivoire"
"WHO","2016","3263","3,263","Portugal"
"UNWOMEN","2016","2770","2,770","Macedonia (the former Yugoslav Republic of)"
"UNAIDS","2016","2582","2,582","Costa Rica"
"UNAIDS","2016","2239.57","2,240","Nicaragua"
"UN-HABITAT","2016","2084.87","2,085","Costa Rica"
"UNIDO","2016","2080.062762","2,080","Sao Tome and Principe"
"ICAO","2016","1912.525849","1,913","Cameroon"
"UNAIDS","2016","1898","1,898","Bhutan"
"UNAIDS","2016","1385.46","1,385","Uruguay"
"UN-HABITAT","2016","1078.91","1,079","Indonesia"
"UNAIDS","2016","1019.54","1,020","Ecuador"
"UNAIDS","2016","907.68","908","Paraguay"
"UN-HABITAT","2016","747.81","748","Papua New Guinea"
"UNWOMEN","2016","720","720","Ghana"
"UPU","2016","610.5658537","611","Gambia"
"UNDP","2016","571","571","Poland"
"UNDP","2016","557","557","Bulgaria"
"UNAIDS","2016","551","551","Mongolia"
"UN-HABITAT","2016","548.16","548","Timor-Leste"
"FAO","2016","415.87","416","Belarus"
"ICAO","2016","356.2555391","356","Sri Lanka"
"UNWOMEN","2016","280","280","Kiribati"
"UNHCR","2016","248.24","248","Timor-Leste"
"ICAO","2016","111.4327917","111","Philippines"
"UNAIDS","2016","109","109","Chile"
"ICAO","2016","102.9394387","103","Egypt"
"UNHCR","2016","80.58","81","Viet Nam"
"ICAO","2016","55.79025111","56","Republic of Korea"
"UNDP","2016","45","45","Republic of Korea"
"ICAO","2016","37.43722304","37","Cuba"
"ICAO","2016","29.40915805","29","Chad"
"ICAO","2016","27.9985229","28","Oman"
"ICAO","2016","25.66469719","26","Thailand"
"ICAO","2016","24.47562777","24","Guatemala"
"ICAO","2016","12.71048744","13","Congo"
"ICAO","2016","10.41358936","10","Turkey"
"UNHCR","2016","10","10","Cambodia"
"ICAO","2016","8.079763663","8","Belarus"
"UNOPS","2016","0","0","Burkina Faso"
"ICAO","2016","0.007385524","0","Seychelles"
"ICAO","2016","-52.42245199","-52","El Salvador"
"UNIDO","2016","-214.2677824","-214","Bhutan"
"UPU","2016","-2045.414634","-2,045","Mozambique"
"UN-HABITAT","2016","-5303.33","-5,303","Zimbabwe"
"WHO","2016","-13063","-13,063","Saint Helena"
"FAO","2016","-53067.59","-53,068","Dominica"
"ICAO","2016","-303060.8567","-303,061","Brazil"
