"agency","Year","Amount","Expenditure","country"
"UN","2018","549534.64","549,535","Uzbekistan"
"UNOPS","2018","549478.729","549,479","Curaçao"
"WHO","2018","544074","544,074","Hungary"
"UNWOMEN","2018","541065.57","541,066","Philippines (the)"
"UNEP","2018","541058.4","541,058","Côte d'Ivoire"
"UNHABITAT","2018","537949.24","537,949","Madagascar"
"UNIDO","2018","534207.5185","534,208","Venezuela (Bolivarian Republic of)"
"ILO","2018","530394","530,394","Angola"
"UNAIDS","2018","529621","529,621","Burkina Faso"
"IOM","2018","527570","527,570","Hong Kong"
"UNAIDS","2018","526608","526,608","Rwanda"
"FAO","2018","524187.35","524,187","Solomon Islands"
"IOM","2018","519398","519,398","Armenia"
"WHO","2018","515748","515,748","Lithuania"
"UNDP","2018","511326","511,326","Nicaragua"
"FAO","2018","510992.46","510,992","Algeria"
"UNEP","2018","509728.52","509,729","Maldives"
"UNEP","2018","509211.1","509,211","Egypt"
"UNAIDS","2018","508179","508,179","Gabon"
"UNEP","2018","507893.38","507,893","Angola"
"WHO","2018","501972","501,972","Azerbaijan"
"UNCDF","2018","501419.72","501,420","Bangladesh"
"IOM","2018","501264","501,264","Malta"
"UNEP","2018","500476.4","500,476","Viet Nam"
"WHO","2018","500277","500,277","Bulgaria"
"UNWOMEN","2018","500049.24","500,049","Honduras"
"UNAIDS","2018","499640","499,640","Sierra Leone"
"UNAIDS","2018","492472","492,472","Dominican Republic (the)"
"ICAO","2018","487484.8864","487,485","Paraguay"
"UNHCR","2018","486913.748","486,914","Gabon"
"ILO","2018","486391","486,391","Aruba"
"PAHO","2018","483984","483,984","Belize"
"UNWTO","2018","483788.7329","483,789","Morocco"
"UNEP","2018","481164.42","481,164","Kyrgyzstan"
"UNEP","2018","480348.2","480,348","Benin"
"WHO","2018","479660","479,660","Croatia"
"UNOPS","2018","477584.501","477,585","Saint Vincent and the Grenadines"
"ILO","2018","475693","475,693","Benin"
"IOM","2018","475334","475,334","India"
"UNAIDS","2018","474314","474,314","Belarus"
"WFP","2018","473427.28","473,427","Sao Tome and Principe"
"UNEP","2018","473053","473,053","Kuwait"
"UN","2018","472936.16","472,936","Malawi"
"UNIDO","2018","471565.1674","471,565","Mali"
"ILO","2018","471277","471,277","Kuwait"
"ILO","2018","470284","470,284","Belize"
"UNCDF","2018","467201.72","467,202","Myanmar"
"ILO","2018","460827","460,827","Liberia"
"UNEP","2018","458855","458,855","Ghana"
"UN","2018","456827.77","456,828","Algeria"
"UNHABITAT","2018","456416.99","456,417","Kuwait"
"WHO","2018","454973","454,973","Kiribati"
"ILO","2018","453768","453,768","Botswana"
"UNIDO","2018","453184.3491","453,184","Kuwait"
"UNAIDS","2018","451148","451,148","Guinea"
"ILO","2018","451123","451,123","Venezuela (Bolivarian Republic of)"
"UNAIDS","2018","449692","449,692","Burundi"
"UNIDO","2018","447550.0726","447,550","Bolivia (Plurinational State of)"
"UNAIDS","2018","445653","445,653","Congo (the)"
"IOM","2018","445221","445,221","Saudi Arabia"
"IOM","2018","443584","443,584","Uzbekistan"
"UNIDO","2018","440565.2807","440,565","Nicaragua"
"UN","2018","439823.26","439,823","Serbia"
"IOM","2018","439644","439,644","Angola"
"FAO","2018","437453.64","437,454","Costa Rica"
"UNDP","2018","435318","435,318","Aruba"
"ITU","2018","433780.1418","433,780","Brazil"
"WHO","2018","432895","432,895","Slovenia"
"ICAO","2018","432647.2308","432,647","Bolivia (Plurinational State of)"
"UN","2018","430890.06","430,890","Barbados"
"UNHABITAT","2018","428371.87","428,372","Brazil"
"UNIDO","2018","428319.622","428,320","Yemen"
"UNCDF","2018","425378.08","425,378","Guinea"
"UNDP","2018","424979","424,979","Antigua and Barbuda"
"UNWOMEN","2018","423915.64","423,916","Niger (the)"
"ILO","2018","423854","423,854","Barbados"
"UNWOMEN","2018","423421.75","423,422","Guinea-Bissau"
"UNAIDS","2018","423287","423,287","Togo"
"WHO","2018","421790","421,790","Tonga"
"UNIDO","2018","420036.7791","420,037","Namibia"
"UNFPA","2018","419081.36","419,081","Maldives"
"UNOPS","2018","417347.8344","417,348","Georgia"
"ILO","2018","417005","417,005","Anguilla"
"ILO","2018","413009","413,009","Chad"
"UNAIDS","2018","410905","410,905","Thailand"
"WFP","2018","410794.21","410,794","Togo"
"ILO","2018","408727","408,727","Samoa"
"UNIDO","2018","408507.3373","408,507","Belarus"
"WHO","2018","407756","407,756","Czechia"
"UNAIDS","2018","405062","405,062","Liberia"
"UNOPS","2018","401105.9185","401,106","Nigeria"
"UNEP","2018","400959","400,959","Congo (the)"
"FAO","2018","400747.65","400,748","Mauritius"
"FAO","2018","398560.44","398,560","Botswana"
"IOM","2018","394052","394,052","Bolivia (Plurinational State of)"
"UN","2018","394007.14999999997","394,007","Venezuela (Bolivarian Republic of)"
"UNHABITAT","2018","391522.23","391,522","Cuba"
"UNDP","2018","388469","388,469","Palau"
"UNAIDS","2018","386885","386,885","Guyana"
"IOM","2018","386420","386,420","Eswatini"
"UNAIDS","2018","386060","386,060","Philippines (the)"
"UNEP","2018","385702.04","385,702","Mongolia"
"UNIDO","2018","382394.8393","382,395","Mongolia"
"ILO","2018","378348","378,348","United Arab Emirates (the)"
"ILO","2018","375376","375,376","Suriname"
"UNEP","2018","375368.69","375,369","Zambia"
"UNHCR","2018","372750.701","372,751","Czechia"
"FAO","2018","372064.21","372,064","United Arab Emirates (the)"
"ILO","2018","371377","371,377","Mauritius"
"UNWTO","2018","368311.4269","368,311","Japan"
"UN","2018","368267.49","368,267","Kyrgyzstan"
"UNAIDS","2018","365315","365,315","Niger (the)"
"WHO","2018","364919","364,919","Seychelles"
"UNWOMEN","2018","364060.33","364,060","Sri Lanka"
"UNWOMEN","2018","363147.35","363,147","Lao People's Democratic Republic (the)"
"FAO","2018","362882.8","362,883","Dominica"
"FAO","2018","362724.44","362,724","Seychelles"
"ICC","2018","361497.7169","361,498","United States of America (the)"
"UNEP","2018","360404.16","360,404","Lesotho"
"UN","2018","358028.22","358,028","Comoros (the)"
"UNWOMEN","2018","358005.94","358,006","Cabo Verde"
"UNEP","2018","355130","355,130","Netherlands (the)"
"UNIDO","2018","351906.574","351,907","Albania"
"WMO","2018","351332.3202","351,332","United States of America (the)"
"UNIDO","2018","351319.1877","351,319","Afghanistan"
"ICC","2018","350977.1689","350,977","Georgia"
"UN","2018","350968.31999999995","350,968","Tanzania, United Republic of"
"UNEP","2018","347704.1","347,704","Malawi"
"UNDP","2018","340844","340,844","Marshall Islands (the)"
"UNEP","2018","339103","339,103","Burundi"
"ILO","2018","338830","338,830","Oman"
"UNAIDS","2018","337133","337,133","Iran (Islamic Republic of)"
"UNDP","2018","336275","336,275","Tonga"
"UNIDO","2018","335616.0124","335,616","Burundi"
"IOM","2018","331240","331,240","Vanuatu"
"UNWOMEN","2018","328140.48","328,140","Kiribati"
"UN","2018","326567.94","326,568","Equatorial Guinea"
"UNEP","2018","325110.51","325,111","Moldova (the Republic of)"
"UN","2018","324619.60000000003","324,620","Peru"
"IOM","2018","319709","319,709","Botswana"
"IOM","2018","318685","318,685","Fiji"
"WFP","2018","317853.71","317,854","Paraguay"
"UNEP","2018","317543.61","317,544","Djibouti"
"IOM","2018","317264","317,264","Denmark"
"IOM","2018","316449","316,449","Mongolia"
"UN","2018","314309.32999999996","314,309","South Africa"
"WHO","2018","314062","314,062","Montenegro"
"ITU","2018","313763.9311","313,764","Paraguay"
"UNHABITAT","2018","313500.94","313,501","Japan"
"UN","2018","311625.84","311,626","Puerto Rico"
"UNAIDS","2018","310462","310,462","Madagascar"
"UNHABITAT","2018","310174.54","310,175","Korea (the Republic of)"
"UNIDO","2018","309189.6821","309,190","Chad"
"UNEP","2018","304849.53","304,850","Dominica"
"WHO","2018","302846","302,846","Poland"
"UNCDF","2018","299412.24","299,412","Niger (the)"
"UNHCR","2018","299234.41","299,234","Honduras"
"UNAIDS","2018","296268","296,268","Egypt"
"IOM","2018","295745","295,745","Trinidad and Tobago"
"ITU","2018","295477.2036","295,477","Zimbabwe"
"UN","2018","294818.27","294,818","Azerbaijan"
"UNAIDS","2018","293881","293,881","Sudan (the)"
"UNAIDS","2018","293506","293,506","Equatorial Guinea"
"UNWTO","2018","292595.8904","292,596","Spain"
"ICAO","2018","291687.2601","291,687","Ecuador"
"UN","2018","291387.6","291,388","Belarus"
"UNHABITAT","2018","290622.95","290,623","Bangladesh"
"UNHCR","2018","287580.265","287,580","Benin"
"UNAIDS","2018","286968","286,968","Kyrgyzstan"
"UNOPS","2018","285260.7871","285,261","Algeria"
"UNIDO","2018","284610.1815","284,610","Libya"
"UNIDO","2018","284444.7676","284,445","Sierra Leone"
"UNIDO","2018","283648.825","283,649","Gabon"
"ILO","2018","282245","282,245","Bahrain"
"ILO","2018","276823","276,823","Guinea-Bissau"
"UNOPS","2018","276780.0288","276,780","Cyprus"
"UNHABITAT","2018","276222.1","276,222","Niger (the)"
"UNHABITAT","2018","275606.58","275,607","Ecuador"
"UNEP","2018","272914.47","272,914","Lao People's Democratic Republic (the)"
"UN","2018","271563.04","271,563","India"
"WHO","2018","270093","270,093","Estonia"
"ICAO","2018","269218.5714","269,219","Lebanon"
"UNIDO","2018","268032.3307","268,032","Bahrain"
"PAHO","2018","267889","267,889","Antigua and Barbuda"
"UNHABITAT","2018","265972.2","265,972","Yemen"
"ICAO","2018","262449.1795","262,449","Brazil"
"UNEP","2018","261945.56","261,946","Mauritius"
"UN","2018","259949.35","259,949","Curaçao"
"ILO","2018","259850","259,850","Spain"
"UN","2018","257231.99","257,232","Côte d'Ivoire"
"UNOPS","2018","256066.94","256,067","Kazakhstan"
"UNOPS","2018","255350.6473","255,351","Lao People's Democratic Republic (the)"
"IOM","2018","251381","251,381","Czechia"
"UNHCR","2018","251206.14","251,206","Guatemala"
"ITU","2018","250216.8186","250,217","Colombia"
"UNEP","2018","248416.89","248,417","Congo (the Democratic Republic of the)"
"UNAIDS","2018","248020","248,020","Nepal"
"UNOPS","2018","247962.3114","247,962","Egypt"
"ICAO","2018","243895.6777","243,896","Mali"
"ILO","2018","243544","243,544","Singapore"
"UNEP","2018","243526.31","243,526","Uganda"
"UNU","2018","241166","241,166","Algeria"
"UNEP","2018","240353.07","240,353","Zimbabwe"
"UN","2018","239897.76","239,898","Benin"
"UNEP","2018","239015.49","239,015","Paraguay"
"UNEP","2018","237962.76","237,963","Philippines (the)"
"UNWTO","2018","234134.121","234,134","Argentina"
"ILO","2018","234130","234,130","Brunei Darussalam"
"UNAIDS","2018","233751","233,751","Tajikistan"
"UNIDO","2018","232544.4774","232,544","Bosnia and Herzegovina"
"UNHABITAT","2018","229708.28","229,708","Mongolia"
"ILO","2018","228855","228,855","Guinea"
"UN","2018","228477.90000000002","228,478","Japan"
"UNEP","2018","227033.03","227,033","Chad"
"UNEP","2018","224737.81","224,738","Nepal"
"UNCDF","2018","224132.12","224,132","Mali"
"ILO","2018","224097","224,097","Grenada"
"PAHO","2018","223566","223,566","Saint Lucia"
"IOM","2018","223562","223,562","Estonia"
"UN","2018","222863.15","222,863","Vanuatu"
"UNOPS","2018","222495.1289","222,495","New Caledonia"
"UNIDO","2018","222126.0949","222,126","Nepal"
"UNOPS","2018","221258.9481","221,259","Bolivia (Plurinational State of)"
"UNEP","2018","221000","221,000","Eritrea"
"IOM","2018","219043","219,043","Mauritius"
"UNHABITAT","2018","218296.46","218,296","Cambodia"
"ILO","2018","215642","215,642","Syrian Arab Republic"
"UNEP","2018","215381.02","215,381","Pakistan"
"UNOPS","2018","214694.8436","214,695","Sao Tome and Principe"
"PAHO","2018","214023","214,023","Dominica"
"UNIDO","2018","213862.236","213,862","Palestine, State of"
"FAO","2018","213038.08","213,038","Oman"
"UNEP","2018","211955.03","211,955","Gabon"
"WHO","2018","211670","211,670","Latvia"
"UNEP","2018","210589.7","210,590","Mozambique"
"UNEP","2018","210097.05","210,097","Iran (Islamic Republic of)"
"UNEP","2018","209491.07","209,491","United States of America (the)"
"ILO","2018","209004","209,004","Tonga"
"UNEP","2018","208480.11","208,480","Dominican Republic (the)"
"IOM","2018","208367","208,367","Solomon Islands"
"IOM","2018","207910","207,910","Bahrain"
"UN","2018","207856.23","207,856","Belgium"
"UNAIDS","2018","207440","207,440","Algeria"
"UNEP","2018","206630.94","206,631","Timor-Leste"
"UNEP","2018","206545.79","206,546","Central African Republic (the)"
"PAHO","2018","206472","206,472","Saint Vincent and the Grenadines"
"UN","2018","205335.15","205,335","Lesotho"
"FAO","2018","204046.31","204,046","Tonga"
"UNHABITAT","2018","202909.18","202,909","Zambia"
"UNHABITAT","2018","200052.22","200,052","Fiji"
"UNIDO","2018","199594.0542","199,594","Syrian Arab Republic"
"UNHABITAT","2018","199073.16","199,073","Nepal"
"UNCDF","2018","197857.03","197,857","Madagascar"
"UNWOMEN","2018","196895.63","196,896","Thailand"
"UNOPS","2018","196886.5592","196,887","Saudi Arabia"
"UNCDF","2018","196478.8","196,479","South Africa"
"PAHO","2018","195087","195,087","Barbados"
"UNOPS","2018","194740.5918","194,741","Burkina Faso"
"UN","2018","194610.33","194,610","Georgia"
"UNEP","2018","194604.02","194,604","Togo"
"UNIDO","2018","192072.1551","192,072","Zimbabwe"
"PAHO","2018","192056","192,056","Saint Kitts and Nevis"
"UNEP","2018","190295.47","190,295","Peru"
"ILO","2018","189831","189,831","United Kingdom of Great Britain and Northern Ireland (the)"
"UNHABITAT","2018","189757.9","189,758","Rwanda"
"UNOPS","2018","189460.7189","189,461","Macedonia (the former Yugoslav Republic of)"
"UNEP","2018","187888.01","187,888","Honduras"
"UNHCR","2018","187491.46","187,491","El Salvador"
"UNEP","2018","187201.92","187,202","Guinea"
"UN","2018","186056.06","186,056","Paraguay"
"UNIDO","2018","185753.3237","185,753","Moldova (the Republic of)"
"ILO","2018","184943","184,943","Saudi Arabia"
"ILO","2018","184432","184,432","Burundi"
"UNHABITAT","2018","184429.83","184,430","Spain"
"UNIDO","2018","184058.3559","184,058","Azerbaijan"
"WMO","2018","183598.7842","183,599","China"
"IOM","2018","182147","182,147","Nauru"
"UNEP","2018","181737.54","181,738","Barbados"
"UNAIDS","2018","180110","180,110","Bangladesh"
"UNIDO","2018","178998.7702","178,999","Montenegro"
"PAHO","2018","177163","177,163","Grenada"
"UN","2018","176615.05000000002","176,615","Nicaragua"
"ITU","2018","175663.6272","175,664","Japan"
"PAHO","2018","174000","174,000","Virgin Islands (British)"
"ILO","2018","172715","172,715","Eritrea"
"UNHABITAT","2018","172687.15","172,687","Ghana"
"UNOPS","2018","172093.8264","172,094","Trinidad and Tobago"
"UNEP","2018","171588","171,588","Senegal"
"UNIDO","2018","171294.037","171,294","Niger (the)"
"UNEP","2018","170385.54","170,386","Burkina Faso"
"PAHO","2018","169792","169,792","Canada"
"WMO","2018","169731.5096","169,732","Korea (the Republic of)"
"UNIDO","2018","168677.5924","168,678","Vanuatu"
"UNEP","2018","168569.2","168,569","Afghanistan"
"UNAIDS","2018","168243","168,243","Fiji"
"UNEP","2018","167721.23","167,721","Sao Tome and Principe"
"UNFPA","2018","167637.98","167,638","Chile"
"UNOPS","2018","167595.3918","167,595","Madagascar"
"WFP","2018","167189.78","167,190","Eritrea"
"IOM","2018","167144","167,144","Belize"
"UNEP","2018","166474.67","166,475","Argentina"
"IOM","2018","166182","166,182","Slovenia"
"UNIDO","2018","165853.8934","165,854","Congo (the)"
"UNHABITAT","2018","164252.87","164,253","Angola"
"UNWTO","2018","163950.5708","163,951","China"
"UNWOMEN","2018","163199.88","163,200","Dominican Republic (the)"
"UNEP","2018","162400","162,400","Bahrain"
"UNHABITAT","2018","162241.24","162,241","Lao People's Democratic Republic (the)"
"UNAIDS","2018","161051","161,051","Senegal"
"IOM","2018","159552","159,552","Latvia"
"UNAIDS","2018","158848","158,848","Mauritania"
"UNAIDS","2018","157096","157,096","El Salvador"
"UNEP","2018","156637","156,637","Saudi Arabia"
"WHO","2018","156189","156,189","Cook Islands (the)"
"FAO","2018","155336.44","155,336","Micronesia (Federated States of)"
"UNEP","2018","155102.16","155,102","Bangladesh"
"UN","2018","155000","155,000","Russian Federation (the)"
"UNOPS","2018","154080.2777","154,080","Mexico"
"ICAO","2018","153685.1502","153,685","Afghanistan"
"UNIDO","2018","152440.9705","152,441","Eritrea"
"ICAO","2018","152199.0183","152,199","Greece"
"WMO","2018","151172.2391","151,172","Netherlands (the)"
"UNAIDS","2018","149704","149,704","Djibouti"
"UN","2018","149305.88","149,306","Trinidad and Tobago"
"UNDP","2018","149217","149,217","Curaçao"
"UNAIDS","2018","149175","149,175","Venezuela (Bolivarian Republic of)"
"UNEP","2018","148651.17","148,651","Fiji"
"UNOPS","2018","148447.4528","148,447","Iran (Islamic Republic of)"
"UNFPA","2018","147911.34","147,911","Argentina"
"UNEP","2018","147751.27","147,751","Papua New Guinea"
"ILO","2018","147633","147,633","Iran (Islamic Republic of)"
"UNWTO","2018","147296.3242","147,296","Qatar"
"FAO","2018","147003.31","147,003","Vanuatu"
"UN","2018","146805.7","146,806","Aruba"
"UNEP","2018","146535","146,535","Niger (the)"
"UNWOMEN","2018","145994.09","145,994","Maldives"
"UNEP","2018","144646.19","144,646","Cabo Verde"
"ILO","2018","143929","143,929","Australia"
"ICAO","2018","143886.1026","143,886","Singapore"
"UNOPS","2018","143622.0747","143,622","Papua New Guinea"
"UNHCR","2018","142955.848","142,956","Slovakia"
"ILO","2018","142689","142,689","United States of America (the)"
"ICAO","2018","142172.8938","142,173","Tanzania, United Republic of"
"UN","2018","141744.84","141,745","Poland"
"UN","2018","141229.52000000002","141,230","Bolivia (Plurinational State of)"
"FAO","2018","140798.42","140,798","Belize"
"PAHO","2018","139359","139,359","Anguilla"
"WMO","2018","137175.2786","137,175","France"
"ILO","2018","136149","136,149","Netherlands (the)"
"UNHCR","2018","135511.634","135,512","Slovenia"
"ITU","2018","134927.0517","134,927","Dominican Republic (the)"
"UNEP","2018","134086.92","134,087","Liberia"
"UNEP","2018","133865.02","133,865","Kiribati"
"WMO","2018","133667.6798","133,668","Indonesia"
"IOM","2018","133530","133,530","Palau"
"UNWOMEN","2018","133479.08","133,479","Libya"
"UNEP","2018","131923.49","131,923","Ecuador"
"FAO","2018","130590.35","130,590","Maldives"
"UNOPS","2018","128437.314","128,437","Cabo Verde"
"UNWOMEN","2018","126331.28","126,331","Costa Rica"
"UNEP","2018","126037","126,037","Iraq"
"UNEP","2018","122472.42","122,472","Guinea-Bissau"
"UNIDO","2018","122280.4411","122,280","Tajikistan"
"UNHABITAT","2018","122126.3","122,126","South Africa"
"ILO","2018","121821","121,821","South Sudan"
"UNEP","2018","121732.51","121,733","Sudan (the)"
"UNEP","2018","121672.08","121,672","Solomon Islands"
"UNHABITAT","2018","121037.06","121,037","Bahrain"
"UNEP","2018","120010.3","120,010","Eswatini"
"UNEP","2018","119070.68","119,071","Croatia"
"UNEP","2018","118748.55","118,749","Guyana"
"UNIDO","2018","117894.064","117,894","Sao Tome and Principe"
"UNOPS","2018","117597.2277","117,597","Canada"
"UN","2018","116787.35","116,787","Seychelles"
"ILO","2018","116630","116,630","Cook Islands (the)"
"UNHABITAT","2018","116299.95","116,300","Uganda"
"FAO","2018","116191.59","116,192","Saint Vincent and the Grenadines"
"UNOPS","2018","116009.4798","116,009","Dominica"
"UN","2018","114151.67","114,152","Dominican Republic (the)"
"UNHABITAT","2018","114084.6","114,085","Argentina"
"ILO","2018","113695","113,695","Marshall Islands (the)"
"ILO","2018","112989","112,989","Saint Kitts and Nevis"
"UNEP","2018","112894.57","112,895","Spain"
"UN","2018","112400.84","112,401","Argentina"
"WMO","2018","110685.9169","110,686","Chile"
"UNHABITAT","2018","108802.45","108,802","India"
"ILO","2018","107363","107,363","Maldives"
"UNEP","2018","106720.99","106,721","Sierra Leone"
"ILO","2018","106549","106,549","Palau"
"UNAIDS","2018","105562","105,562","Moldova (the Republic of)"
"UNEP","2018","105000","105,000","Grenada"
"UNWOMEN","2018","104719.66","104,720","Jamaica"
"UN","2018","102834.33","102,834","Oman"
"UNFPA","2018","102537.39","102,537","Mauritius"
"FAO","2018","102142.23","102,142","Kiribati"
"UNHCR","2018","101705.837","101,706","Sierra Leone"
"WMO","2018","101441.7427","101,442","India"
"UNEP","2018","101287.24","101,287","Ethiopia"
"ITU","2018","100993.921","100,994","China"
"UNOPS","2018","100513.4468","100,513","Maldives"
"ICAO","2018","98599.64103","98,600","Côte d'Ivoire"
"UNWOMEN","2018","98354.1","98,354","Samoa"
"UNHABITAT","2018","98029.51","98,030","Cabo Verde"
"WMO","2018","97670.71935","97,671","Kenya"
"UNAIDS","2018","97541","97,541","Tunisia"
"WMO","2018","97086.11955","97,086","Singapore"
"FAO","2018","96310.51","96,311","Moldova (the Republic of)"
"UNEP","2018","95207.63","95,208","Cook Islands (the)"
"UNEP","2018","94189","94,189","Italy"
"UNIDO","2018","93718.20916","93,718","Austria"
"FAO","2018","92253.9","92,254","Albania"
"UNHABITAT","2018","92148.25","92,148","Guinea"
"WHO","2018","91929","91,929","Marshall Islands (the)"
"UNAIDS","2018","91773","91,773","Lao People's Democratic Republic (the)"
"UNOPS","2018","90300.9021","90,301","Palau"
"ILO","2018","90247","90,247","Italy"
"UN","2018","89852.12","89,852","Australia"
"ILO","2018","89124","89,124","Bahamas (the)"
"FAO","2018","88063.07","88,063","Kazakhstan"
"FAO","2018","88036.65","88,037","Grenada"
"UNEP","2018","87923.6","87,924","Brunei Darussalam"
"UNWOMEN","2018","87178.49","87,178","Bhutan"
"UNAIDS","2018","86056","86,056","Gambia (the)"
"ILO","2018","84982","84,982","Saint Vincent and the Grenadines"
"ITU","2018","84483.28267","84,483","Australia"
"FAO","2018","83895.88","83,896","Marshall Islands (the)"
"UN","2018","83624.31000000003","83,624","Ecuador"
"UNOPS","2018","83472.61","83,473","Cook Islands (the)"
"ILO","2018","83325","83,325","Vanuatu"
"UNEP","2018","83055.65","83,056","Seychelles"
"UNEP","2018","82467","82,467","Kenya"
"UNCDF","2018","82458.92","82,459","Lesotho"
"UNEP","2018","82430.88","82,431","Bahamas (the)"
"ICAO","2018","82352.29304","82,352","Jamaica"
"UNCDF","2018","81747.47","81,747","Ethiopia"
"UNOPS","2018","81331.64304","81,332","Togo"
"UNCDF","2018","81233.77","81,234","Burkina Faso"
"UNEP","2018","80931","80,931","Nauru"
"UNEP","2018","80688.4","80,688","Namibia"
"UNOPS","2018","80331.03197","80,331","India"
"ILO","2018","78972","78,972","Lithuania"
"UNOPS","2018","77812.97395","77,813","Zimbabwe"
"UNOPS","2018","77486.42046","77,486","Portugal"
"PAHO","2018","77016","77,016","Saint Martin (French part)"
"UNIDO","2018","76837.82675","76,838","Mauritania"
"UNWTO","2018","76479.82877","76,480","Botswana"
"UNOPS","2018","76177.83118","76,178","Fiji"
"ILO","2018","75971","75,971","Solomon Islands"
"WMO","2018","75446.80851","75,447","Norway"
"UNWTO","2018","75370.94749","75,371","Congo (the)"
"UN","2018","75000","75,000","Greece"
"UN","2018","74958.29","74,958","Tuvalu"
"UNEP","2018","74539.15","74,539","Mexico"
"UNCDF","2018","74441.72","74,442","Malawi"
"PAHO","2018","74358","74,358","Cayman Islands (the)"
"WMO","2018","74081.0537","74,081","Namibia"
"UNDP","2018","73996","73,996","Tokelau"
"IOM","2018","73784","73,784","Maldives"
"WFP","2018","73723.46","73,723","Mongolia"
"PAHO","2018","73536","73,536","Puerto Rico"
"FAO","2018","72481.46","72,481","Bahamas (the)"
"WMO","2018","72373.86018","72,374","Peru"
"UNIDO","2018","72358.39168","72,358","Eswatini"
"UN","2018","72002.6","72,003","Sweden"
"IOM","2018","71471","71,471","Cabo Verde"
"UNEP","2018","71267","71,267","Mali"
"WMO","2018","70569.40223","70,569","Curaçao"
"IOM","2018","70508","70,508","Comoros (the)"
"UNIDO","2018","70323.58805","70,324","Turkmenistan"
"UN","2018","70000","70,000","Hong Kong"
"UNWOMEN","2018","69914.74","69,915","Argentina"
"UNHABITAT","2018","69809.1","69,809","Guinea-Bissau"
"WMO","2018","69467.07194","69,467","Argentina"
"UNCDF","2018","69308.57","69,309","Gambia (the)"
"UNEP","2018","69040","69,040","United Arab Emirates (the)"
"UNAIDS","2018","68439","68,439","Somalia"
"UN","2018","66340.01","66,340","Bhutan"
"WMO","2018","66204.66059","66,205","United Kingdom of Great Britain and Northern Ireland (the)"
"UNIDO","2018","66203.31315","66,203","Maldives"
"WMO","2018","66131.71226","66,132","Japan"
"PAHO","2018","65881","65,881","Bermuda"
"ILO","2018","64574","64,574","Romania"
"ITU","2018","64555.21783","64,555","Argentina"
"PAHO","2018","64471","64,471","Aruba"
"UNEP","2018","64461.42","64,461","Tonga"
"UNWTO","2018","64259.36073","64,259","Madagascar"
"WMO","2018","63718.3384","63,718","Spain"
"UN","2018","63387.72","63,388","Indonesia"
"UNEP","2018","63000","63,000","Serbia"
"UN","2018","62894.46","62,894","Canada"
"ILO","2018","62113","62,113","Belarus"
"ITU","2018","62095.2381","62,095","Tunisia"
"UN","2018","61621.85","61,622","Uruguay"
"ITU","2018","61283.68794","61,284","Russian Federation (the)"
"UN","2018","60270.16","60,270","Iran (Islamic Republic of)"
"UN","2018","60000","60,000","Hungary"
"UN","2018","60000","60,000","Romania"
"IOM","2018","59908","59,908","Eritrea"
"UNEP","2018","59287.98","59,288","Myanmar"
"UNWTO","2018","59053.76712","59,054","Bahrain"
"UNCDF","2018","58789.05","58,789","Jordan"
"UN","2018","58044.87","58,045","Burkina Faso"
"UNDP","2018","56621","56,621","Saint Lucia"
"UNOPS","2018","56618.5277","56,619","Hong Kong"
"UNOPS","2018","56494.96842","56,495","Cuba"
"UN","2018","56493","56,493","Macedonia (the former Yugoslav Republic of)"
"UNEP","2018","56218.17","56,218","Micronesia (Federated States of)"
"UNAIDS","2018","55998","55,998","Eritrea"
"UNHABITAT","2018","55482.02","55,482","Viet Nam"
"UNIDO","2018","55276.45648","55,276","Lesotho"
"UN","2018","54376.01","54,376","Antigua and Barbuda"
"UNAIDS","2018","53482","53,482","Armenia"
"WMO","2018","52771.0233","52,771","Cuba"
"ILO","2018","52005","52,005","Libya"
"UNEP","2018","51877.43","51,877","El Salvador"
"UNIDO","2018","51849.24912","51,849","Barbados"
"UNEP","2018","51770.31","51,770","Samoa"
"UNOPS","2018","51603.90967","51,604","Mauritius"
"ICAO","2018","51285.82418","51,286","Uganda"
"UNWOMEN","2018","50823.11","50,823","Tonga"
"UN","2018","50351.79","50,352","Spain"
"WMO","2018","50255.31915","50,255","Dominican Republic (the)"
"UNHABITAT","2018","50128.68","50,129","Burkina Faso"
"UN","2018","50000","50,000","Gibraltar"
"UNDP","2018","49998","49,998","Montserrat"
"PAHO","2018","49336","49,336","Curaçao"
"UN","2018","49307.36","49,307","Bosnia and Herzegovina"
"UNIDO","2018","48417.81405","48,418","Honduras"
"UNOPS","2018","48066.25991","48,066","Angola"
"UNHABITAT","2018","48000","48,000","Djibouti"
"IOM","2018","47679","47,679","Cuba"
"UN","2018","47525.41","47,525","Cabo Verde"
"UNEP","2018","47465.87","47,466","Bosnia and Herzegovina"
"ICAO","2018","47222.85714","47,223","Sweden"
"UNEP","2018","47027.21","47,027","Jamaica"
"WMO","2018","46636.27153","46,636","Austria"
"ITU","2018","46334.3465","46,334","Thailand"
"UNEP","2018","46267.8","46,268","Haiti"
"UNEP","2018","45785.85","45,786","Turkey"
"UPU","2018","45593.71834","45,594","Bhutan"
"WMO","2018","45484.29585","45,484","Germany"
"UNEP","2018","45295.21","45,295","Guatemala"
"UN","2018","45071.96","45,072","Bahrain"
"UNEP","2018","45000","45,000","Somalia"
"ICAO","2018","44969.9707","44,970","Saint Lucia"
"UNEP","2018","44297.2","44,297","Bhutan"
"UNHABITAT","2018","44132.25","44,132","Zimbabwe"
