"agency","Year","Amount","Expenditure","country"
"ITU","2017","197526.5849","197,527","Colombia"
"UNIDO","2017","197480.7044","197,481","Mauritania"
"UNWOMEN","2017","196917.08","196,917","Dominican Republic"
"WMO","2017","196611.4519","196,611","United Arab Emirates"
"WHO","2017","195192","195,192","Croatia"
"IOM","2017","194679","194,679","Swaziland"
"UNWOMEN","2017","193535.15","193,535","Bhutan"
"UN","2017","193230.58000000002","193,231","Barbados"
"UN","2017","192706.91","192,707","Kosovo"
"WHO","2017","192503","192,503","Czech Republic"
"UNIDO","2017","191948.493","191,948","Libya"
"UN","2017","191940.94","191,941","Sierra Leone"
"UNOPS","2017","191177","191,177","Bolivia (Plurinational State of)"
"UN","2017","189930.44","189,930","Timor-Leste"
"FAO","2017","189569.8","189,570","Mauritius"
"UN-HABITAT","2017","189470.59","189,471","Liberia"
"IOM","2017","188825","188,825","Algeria"
"ILO","2017","188536","188,536","Mongolia"
"ICAO","2017","188080.1825","188,080","Nepal"
"UN","2017","187337.82","187,338","Comoros"
"WFP","2017","184723.6","184,724","Eritrea"
"ICAO","2017","184669.8968","184,670","Equatorial Guinea"
"ICAO","2017","184242.5556","184,243","Ethiopia"
"UNCDF","2017","184032","184,032","Madagascar"
"ILO","2017","183893","183,893","Panama"
"UN","2017","183750","183,750","Malaysia"
"UNWOMEN","2017","181099.05","181,099","Kiribati"
"FAO","2017","180953.1","180,953","Vanuatu"
"WHO","2017","180750","180,750","Saint Helena"
"UN-HABITAT","2017","180042.19","180,042","Zambia"
"UNWTO","2017","179211.4695","179,211","Philippines"
"IOM","2017","178802","178,802","Czech Republic"
"ILO","2017","178684","178,684","Rwanda"
"UNIDO","2017","177402.502","177,403","Albania"
"WMO","2017","176947.8528","176,948","France"
"UNIDO","2017","176290.4532","176,290","Dominican Republic"
"ILO","2017","175054","175,054","Bolivia (Plurinational State of)"
"ILO","2017","174623","174,623","Burundi"
"IOM","2017","173760","173,760","Latvia"
"ICAO","2017","172912.8016","172,913","Jamaica"
"ILO","2017","170439","170,439","South Sudan"
"UNCDF","2017","170378","170,378","Tuvalu"
"IOM","2017","170277","170,277","Lesotho"
"UNIDO","2017","167187.6655","167,188","Bahrain"
"ICC","2017","166781.362","166,781","Kenya"
"UNAIDS","2017","166495","166,495","Algeria"
"IMO","2017","166423.9569","166,424","Arab States"
"WMO","2017","165349.6933","165,350","Costa Rica"
"UNIDO","2017","162367.0577","162,367","Congo"
"UN","2017","160769.21","160,769","Venezuela (Bolivarian Republic of)"
"ITU","2017","160089.9796","160,090","Norway"
"ILO","2017","157856","157,856","Liberia"
"UNWOMEN","2017","156704.63","156,705","Thailand"
"ILO","2017","156234","156,234","Central African Republic"
"WMO","2017","154297.546","154,298","United Kingdom of Great Britain and Northern Ireland"
"UNIDO","2017","153176.6485","153,177","Eritrea"
"WHO","2017","152856","152,856","Marshall Islands"
"WMO","2017","148292.4335","148,292","Fiji"
"UNFPA","2017","147774.34","147,774","Chile"
"IOM","2017","147763","147,763","Congo"
"IOM","2017","146258","146,258","Belize"
"ILO","2017","145874","145,874","Iran (Islamic Republic of)"
"UN","2017","145773.37","145,773","Canada"
"ILO","2017","144997","144,997","Guatemala"
"IOM","2017","144421","144,421","Nauru"
"UNCDF","2017","144173","144,173","Ethiopia"
"ILO","2017","143036","143,036","Burkina Faso"
"UN","2017","142026.43000000002","142,026","Côte d'Ivoire"
"ILO","2017","141953","141,953","Costa Rica"
"UNAIDS","2017","141326","141,326","Republic of Moldova"
"UN","2017","139925.52000000002","139,926","Australia"
"UNAIDS","2017","136011","136,011","Mauritania"
"UN-HABITAT","2017","135330.71","135,331","Jordan"
"UNIDO","2017","133858.2811","133,858","Togo"
"UN-HABITAT","2017","131349.84","131,350","Angola"
"UNDP","2017","130258","130,258","Antigua and Barbuda"
"UN","2017","130026.17","130,026","Poland"
"UN-HABITAT","2017","128636.54","128,637","Ghana"
"WHO","2017","127972","127,972","Portugal"
"UNOPS","2017","127938","127,938","Zimbabwe"
"IOM","2017","126502","126,502","Togo"
"IOM","2017","126433","126,433","Palau"
"UN","2017","125751.76","125,752","Sweden"
"FAO","2017","124276.67","124,277","Dominica"
"UNAIDS","2017","123210","123,210","Somalia"
"UNAIDS","2017","120942","120,942","El Salvador"
"UNWTO","2017","120867.0609","120,867","Qatar"
"ITU","2017","120215.7464","120,216","Cyprus"
"IOM","2017","119977","119,977","Benin"
"UNAIDS","2017","119931","119,931","Venezuela (Bolivarian Republic of)"
"UNIDO","2017","119834.8958","119,835","Honduras"
"UNOPS","2017","117336","117,336","Belgium"
"ITU","2017","117304.7035","117,305","Burundi"
"ITU","2017","116756.6462","116,757","United Arab Emirates"
"UNAIDS","2017","116156","116,156","Senegal"
"UN","2017","115830.71","115,831","Namibia"
"UNOPS","2017","115685","115,685","Kazakhstan"
"WHO","2017","115310","115,310","United Arab Emirates"
"WHO","2017","114000","114,000","Qatar"
"UNFPA","2017","113814.8","113,815","Argentina"
"WMO","2017","112642.1268","112,642","Ecuador"
"WMO","2017","112275.0511","112,275","Seychelles"
"ILO","2017","111056","111,056","Togo"
"WMO","2017","110058.2822","110,058","Australia"
"WHO","2017","109327","109,327","Palau"
"UN-HABITAT","2017","106679","106,679","Peru"
"ICAO","2017","104686.5794","104,687","Uganda"
"UNWOMEN","2017","103328.98","103,329","Maldives"
"IOM","2017","102411","102,411","Fiji"
"ITU","2017","101686.0941","101,686","Zambia"
"UNIDO","2017","100989.6269","100,990","Vanuatu"
"UNOPS","2017","100474","100,474","Chad"
"WMO","2017","100019.4274","100,019","Argentina"
"UNIDO","2017","99916.75778","99,917","Democratic People's Republic of Korea"
"UNCDF","2017","99646","99,646","Burkina Faso"
"ILO","2017","99425","99,425","Montenegro"
"IOM","2017","98173","98,173","Maldives"
"ILO","2017","97604","97,604","Portugal"
"WMO","2017","97593.04703","97,593","Hungary"
"UN-HABITAT","2017","97352.27","97,352","Rwanda"
"UNOPS","2017","95506","95,506","Netherlands"
"UNIDO","2017","95408.74507","95,409","Comoros"
"ILO","2017","94721","94,721","United States of America"
"ICC","2017","94023.89486","94,024","Georgia"
"UN","2017","93865.66","93,866","Kyrgyzstan"
"UNAIDS","2017","92548","92,548","Belarus"
"UN","2017","92025.53000000001","92,026","Costa Rica"
"UNWOMEN","2017","91696.21","91,696","Samoa"
"UN","2017","91630.58","91,631","Hungary"
"UN","2017","91282.32","91,282","Guyana"
"UNAIDS","2017","90892","90,892","Tunisia"
"UNIDO","2017","90779.06118","90,779","Angola"
"UPU","2017","89285.27607","89,285","Nepal"
"ITU","2017","88860.9407","88,861","Kenya"
"UNAIDS","2017","88840","88,840","Kyrgyzstan"
"UNFPA","2017","88416.47","88,416","Mauritius"
"UN","2017","88200","88,200","Greece"
"IOM","2017","86062","86,062","Trinidad and Tobago"
"FAO","2017","85239.26","85,239","Micronesia (Federated States of)"
"UNIDO","2017","85161.19016","85,161","Syrian Arab Republic"
"UNOPS","2017","84875","84,875","Nigeria"
"ICAO","2017","84799.94444","84,800","Mali"
"WMO","2017","84306.74847","84,307","Singapore"
"ITU","2017","83898.77301","83,899","Djibouti"
"WMO","2017","83055.21472","83,055","Paraguay"
"UNIDO","2017","82765.71608","82,766","Sao Tome and Principe"
"UNIDO","2017","82076.92772","82,077","Nepal"
"FAO","2017","81958.78","81,959","Marshall Islands"
"FAO","2017","80961.91","80,962","Kazakhstan"
"UN","2017","79888.74","79,889","Spain"
"ILO","2017","79150","79,150","Papua New Guinea"
"UNCDF","2017","78335","78,335","Ghana"
"UNWOMEN","2017","78315.64","78,316","Peru"
"ILO","2017","77802","77,802","Saint Lucia"
"FAO","2017","77384.31","77,384","Maldives"
"ICAO","2017","76627.47619","76,627","Ecuador"
"UNAIDS","2017","76366","76,366","Tajikistan"
"ICAO","2017","76241.01587","76,241","Bangladesh"
"UN","2017","76127.42","76,127","Russian Federation"
"UNAIDS","2017","75366","75,366","Colombia"
"WFP","2017","75190.83","75,191","Morocco"
"UNAIDS","2017","75079","75,079","Gambia"
"WMO","2017","74847.64826","74,848","Ethiopia"
"UN","2017","73988.13","73,988","Bahrain"
"FAO","2017","73354.09","73,354","Bosnia and Herzegovina"
"WMO","2017","73068.50716","73,069","Brazil"
"FAO","2017","72802.13","72,802","Palau"
"UNAIDS","2017","72538","72,538","Lao People's Democratic Republic"
"WHO","2017","72049","72,049","Nauru"
"UNWOMEN","2017","71451.9","71,452","Turkmenistan"
"UNDP","2017","71269","71,269","Saint Lucia"
"WHO","2017","70667","70,667","Tuvalu"
"ILO","2017","69816","69,816","Serbia"
"UNIDO","2017","68347.79791","68,348","Slovakia"
"UN","2017","67800","67,800","China, Hong Kong Special Administrative Region"
"FAO","2017","66478.57","66,479","Saint Kitts and Nevis"
"UNAIDS","2017","66348","66,348","Uzbekistan"
"ICAO","2017","65111.87302","65,112","Belarus"
"ITU","2017","64549.07975","64,549","China"
"UNCDF","2017","64208","64,208","Malawi"
"UNOPS","2017","64190","64,190","Zambia"
"WMO","2017","64017.38241","64,017","Macedonia (the former Yugoslav Republic of)"
"UNCDF","2017","63847","63,847","Bhutan"
"ICAO","2017","63712.23016","63,712","Haiti"
"UN-HABITAT","2017","63406.39","63,406","Viet Nam"
"FAO","2017","62866.74","62,867","Nauru"
"UNIDO","2017","60949.65099","60,950","Turkmenistan"
"UNDP","2017","59647","59,647","Tokelau"
"WMO","2017","59479.5501","59,480","Turkey"
"FAO","2017","58509.5","58,510","Kiribati"
"UN","2017","58382.06","58,382","Suriname"
"FAO","2017","57501.39","57,501","Niue"
"WHO","2017","56709","56,709","Niue"
"WMO","2017","55339.4683","55,339","Solomon Islands"
"UPU","2017","54192.22904","54,192","Somalia"
"WMO","2017","53704.49898","53,704","Viet Nam"
"ICAO","2017","52843.3254","52,843","Afghanistan"
"ICAO","2017","52793.10317","52,793","Sweden"
"UNAIDS","2017","51318","51,318","Eritrea"
"WMO","2017","51305.72597","51,306","Colombia"
"IOM","2017","51265","51,265","Solomon Islands"
"ILO","2017","51067","51,067","Brunei Darussalam"
"UN","2017","50352.72","50,353","Cabo Verde"
"FAO","2017","50218.59","50,219","Kosovo"
"UNAIDS","2017","50143","50,143","Armenia"
"UNDP","2017","50000","50,000","Montserrat"
"ILO","2017","49777","49,777","Cyprus"
"WMO","2017","49515.33742","49,515","Japan"
"WMO","2017","49160.5317","49,161","Barbados"
"UN-HABITAT","2017","48411.05","48,411","Malawi"
"UN","2017","47747.8","47,748","Belize"
"UPU","2017","47470.34765","47,470","Afghanistan"
"UNWTO","2017","46654.54002","46,655","Botswana"
"UNIDO","2017","46356.61013","46,357","Slovenia"
"WHO","2017","45156","45,156","American Samoa"
"WMO","2017","44234.15133","44,234","Italy"
"UNIDO","2017","43282.22852","43,282","Kazakhstan"
"UN-HABITAT","2017","42817.88","42,818","Nepal"
"UN-HABITAT","2017","42000","42,000","Djibouti"
"UNCDF","2017","41671","41,671","Liberia"
"ILO","2017","40418","40,418","Armenia"
"UN","2017","39759.84","39,760","Ecuador"
"ICAO","2017","38785.76984","38,786","Spain"
"UNWTO","2017","38411.32616","38,411","Jamaica"
"UNIDO","2017","38262.85278","38,263","El Salvador"
"UNIDO","2017","37668.76572","37,669","United States of America"
"UPU","2017","37277.09611","37,277","Kiribati"
"WHO","2017","37090","37,090","Tokelau"
"UNWTO","2017","36798.08841","36,798","United Arab Emirates"
"WHO","2017","36004","36,004","Malta"
"WMO","2017","36002.04499","36,002","Swaziland"
"FAO","2017","35998.41","35,998","Suriname"
"FAO","2017","35884.29","35,884","Bahamas"
"UNWTO","2017","35842.29391","35,842","Republic of Moldova"
"IOM","2017","35466","35,466","Cuba"
"WMO","2017","35446.83027","35,447","Slovenia"
"UNIDO","2017","35293.29389","35,293","Bhutan"
"UPU","2017","34866.05317","34,866","Solomon Islands"
"ICAO","2017","34541.56349","34,542","Cabo Verde"
"UNIDO","2017","34342.43154","34,342","Papua New Guinea"
"WMO","2017","34316.97342","34,317","Bhutan"
"ILO","2017","34028","34,028","Trinidad and Tobago"
"WHO","2017","33999","33,999","Japan"
"WMO","2017","33935.58282","33,936","Kazakhstan"
"WMO","2017","33038.85481","33,039","Côte d'Ivoire"
"WMO","2017","32970.34765","32,970","Kenya"
"WMO","2017","32638.03681","32,638","Croatia"
"UN","2017","32534.589999999997","32,535","Maldives"
"ITU","2017","32494.88753","32,495","Arab States"
"IOM","2017","32038","32,038","Armenia"
"UNOPS","2017","31066","31,066","Mauritius"
"ILO","2017","30836","30,836","Mexico"
"UN-HABITAT","2017","30470.83","30,471","Sao Tome and Principe"
"WMO","2017","30256.64622","30,257","Austria"
"WMO","2017","30158.48671","30,158","Greece"
"WMO","2017","30138.03681","30,138","Panama"
"ITU","2017","30096.11452","30,096","Paraguay"
"WMO","2017","30095.09202","30,095","Republic of Korea"
"WMO","2017","29985.68507","29,986","Maldives"
"UN","2017","29929.11","29,929","Saint Kitts and Nevis"
"UN","2017","29317.879999999997","29,318","Qatar"
"UN-HABITAT","2017","29199.76","29,200","Samoa"
"WMO","2017","28330.26585","28,330","Finland"
"WMO","2017","27858.89571","27,859","Congo (the Democratic Republic of the)"
"WHO","2017","27645","27,645","French Polynesia"
"FAO","2017","26169.45","26,169","Tuvalu"
"WHO","2017","26058","26,058","Brunei Darussalam"
"ITU","2017","25951.94274","25,952","Tunisia"
"UNWOMEN","2017","25738.36","25,738","Ghana"
"ICAO","2017","25595.77778","25,596","Thailand"
"UNIDO","2017","24998.39692","24,998","Maldives"
"ILO","2017","24283","24,283","El Salvador"
"UNWTO","2017","23869.27121","23,869","Congo"
"WMO","2017","23845.60327","23,846","Montenegro"
"WMO","2017","23079.7546","23,080","India"
"WMO","2017","22962.16769","22,962","Russian Federation"
"WMO","2017","22927.40286","22,927","Jordan"
"WMO","2017","22324.13088","22,324","Belarus"
"WMO","2017","21722.90389","21,723","Bolivia (Plurinational State of)"
"WMO","2017","21620.6544","21,621","Tanzania, United Republic of"
"FAO","2017","21390.49","21,390","Antigua and Barbuda"
"IOM","2017","20942","20,942","Cabo Verde"
"WMO","2017","20849.69325","20,850","Bangladesh"
"WMO","2017","20421.26789","20,421","Cameroon"
"WMO","2017","20246.42127","20,246","Uruguay"
"ITU","2017","20196.31902","20,196","Zimbabwe"
"ICAO","2017","20159.40476","20,159","Trinidad and Tobago"
"UN","2017","20142.670000000013","20,143","Republic of Korea"
"WMO","2017","20100.2045","20,100","El Salvador"
"UPU","2017","19558.28221","19,558","Ecuador"
"UN","2017","19551.48","19,551","Nicaragua"
"WMO","2017","19117.58691","19,118","Canada"
"UNWTO","2017","18867.07288","18,867","Poland"
"WMO","2017","18551.12474","18,551","Ireland"
"UNIDO","2017","18384.08337","18,384","Haiti"
"UNWTO","2017","18154.74313","18,155","Argentina"
"WHO","2017","18030","18,030","Bahrain"
"UNIDO","2017","17909.54576","17,910","Qatar"
"WHO","2017","17816","17,816","Kuwait"
"ICAO","2017","17433.8254","17,434","China, Macao Special Administrative Region"
"UN-HABITAT","2017","17409.41","17,409","Cameroon"
"UNAIDS","2017","16924","16,924","Guinea-Bissau"
"UNIDO","2017","16411.44008","16,411","Grenada"
"UNOPS","2017","16320","16,320","Mauritania"
"WMO","2017","16199.3865","16,199","Peru"
"UNWTO","2017","15821.98327","15,822","Malaysia"
"UNOPS","2017","15624","15,624","Antigua and Barbuda"
"FAO","2017","15578.95","15,579","Saint Vincent and the Grenadines"
"UN-HABITAT","2017","15354.2","15,354","Cabo Verde"
"UNIDO","2017","15091.80798","15,092","Barbados"
"UNWTO","2017","15003.60812","15,004","Kazakhstan"
"WMO","2017","14754.60123","14,755","Chile"
"UN","2017","14529.57","14,530","Macedonia (the former Yugoslav Republic of)"
"UNIDO","2017","14361.43421","14,361","Saint Lucia"
"UNWTO","2017","13679.80884","13,680","Zambia"
"WMO","2017","13100.2045","13,100","New Zealand"
"UNAIDS","2017","13030","13,030","Malaysia"
"UNIDO","2017","12738.83007","12,739","Djibouti"
"WHO","2017","12550","12,550","Singapore"
"UNWTO","2017","11947.4313","11,947","Georgia"
"UNWTO","2017","11192.35364","11,192","Algeria"
"UNWTO","2017","11164.87455","11,165","Romania"
"UNCDF","2017","10982","10,982","Rwanda"
"WMO","2017","10971.37014","10,971","Comoros"
"UPU","2017","10803.68098","10,804","Djibouti"
"UN","2017","10500","10,500","Saint Vincent and the Grenadines"
"UPU","2017","10432.51534","10,433","Burundi"
"UNWTO","2017","10185.18519","10,185","Guinea-Bissau"
"UNWTO","2017","10155.31661","10,155","Bangladesh"
"WMO","2017","10151.32924","10,151","Iceland"
"ICAO","2017","9616.119048","9,616","Fiji"
"UNWTO","2017","9557.945042","9,558","Bulgaria"
"UN","2017","8959.01","8,959","Sao Tome and Principe"
"UNOPS","2017","8865","8,865","Iran (Islamic Republic of)"
"FAO","2017","8710.02","8,710","Belarus"
"ICAO","2017","8494.134921","8,494","Colombia"
"ICAO","2017","8029.269841","8,029","Timor-Leste"
"UN","2017","7810.259999999995","7,810","China"
"UN","2017","7800","7,800","New Zealand"
"UNWTO","2017","7765.830346","7,766","Greece"
"WMO","2017","7759.713701","7,760","Lithuania"
"ITU","2017","7235.173824","7,235","Oman"
"UNAIDS","2017","7030","7,030","Sri Lanka"
"UNWTO","2017","6929.545998","6,930","Aruba"
"UNWTO","2017","6571.087216","6,571","Malta"
"UNHCR","2017","6570.61","6,571","Kuwait"
"UNDP","2017","6532","6,532","Romania"
"WMO","2017","6128.834356","6,129","Trinidad and Tobago"
"WMO","2017","6089.97955","6,090","Bahrain"
"UN","2017","6025.450000000001","6,025","Djibouti"
"WMO","2017","5654.396728","5,654","Burkina Faso"
"UNWTO","2017","5633.213859","5,633","Papua New Guinea"
"UPU","2017","5500","5,500","Lao People's Democratic Republic"
"UNCDF","2017","5490","5,490","Gambia"
"ICAO","2017","5317.468254","5,317","Rwanda"
"UN","2017","5245","5,245","Uruguay"
"UNWTO","2017","5200.489845","5,200","Ethiopia"
"UNIDO","2017","4941.635092","4,942","Lesotho"
"WMO","2017","4773.006135","4,773","Serbia"
"WHO","2017","4707","4,707","Northern Mariana Islands"
"ILO","2017","4696","4,696","Albania"
"WMO","2017","4535.787321","4,536","Spain"
"UN","2017","4516.46","4,516","Seychelles"
"UN-HABITAT","2017","4267.33","4,267","Papua New Guinea"
"UN","2017","4052.75","4,053","France"
"ICAO","2017","3984.007937","3,984","Cambodia"
"UNOPS","2017","3811","3,811","Trinidad and Tobago"
"UN","2017","3781.63","3,782","Azerbaijan"
"ILO","2017","3436","3,436","Oman"
"UN","2017","3436.68","3,437","Morocco"
"UNAIDS","2017","3417","3,417","Bolivia (Plurinational State of)"
"UN","2017","3181.77","3,182","Montserrat"
"ICAO","2017","3166.412698","3,166","Kazakhstan"
"FAO","2017","2987.37","2,987","Montenegro"
"UNIDO","2017","2934.812734","2,935","Costa Rica"
"UN","2017","2587.7100000000064","2,588","Swaziland"
"UNOPS","2017","2484","2,484","Djibouti"
"ICAO","2017","2454.650794","2,455","Guatemala"
"UN","2017","2390.46","2,390","Gibraltar"
"UN-HABITAT","2017","2382.71","2,383","Costa Rica"
"UNDP","2017","2339","2,339","Bulgaria"
"UNDP","2017","2321","2,321","Lithuania"
"UPU","2017","2241.308793","2,241","Sudan"
"UNAIDS","2017","2237","2,237","Nicaragua"
"UNAIDS","2017","2200","2,200","Ecuador"
"UNIDO","2017","2170.3458","2,170","Botswana"
"UNAIDS","2017","2157","2,157","Paraguay"
"UN","2017","2146.8","2,147","Czech Republic"
"ICAO","2017","2068.007937","2,068","El Salvador"
"UNWOMEN","2017","1999.34","1,999","Slovakia"
"UN","2017","1847.48","1,847","Portugal"
"ILO","2017","1703","1,703","Saudi Arabia"
"UNIDO","2017","1672.351965","1,672","Equatorial Guinea"
"UNOPS","2017","1633","1,633","Cameroon"
"UNAIDS","2017","1482","1,482","Chile"
"UNIDO","2017","1406.652149","1,407","Central African Republic"
"UNAIDS","2017","1368","1,368","Uruguay"
"UNAIDS","2017","1221","1,221","Mongolia"
"UNAIDS","2017","1155","1,155","Costa Rica"
"UNWTO","2017","1128.757467","1,129","Nepal"
"UNDP","2017","1038","1,038","Palau"
"UNIDO","2017","1030.183933","1,030","Saint Vincent and the Grenadines"
"ICAO","2017","1020.126984","1,020","Sudan"
"UNAIDS","2017","1000","1,000","Bhutan"
"UNOPS","2017","885","885","India"
"UNWOMEN","2017","745.32","745","Syrian Arab Republic"
"UNWTO","2017","701.385902","701","Saudi Arabia"
"UN","2017","697.84","698","Monaco"
"UNDP","2017","492","492","Poland"
"ICAO","2017","430.6428571","431","Norway"
"UNDP","2017","267","267","Latvia"
"UNHCR","2017","258.44","258","Turkmenistan"
"ICAO","2017","217.0952381","217","Nigeria"
"UNWOMEN","2017","191.65","192","Mauritania"
"UPU","2017","110.4294479","110","Senegal"
"IOM","2017","107","107","Gabon"
"UPU","2017","78.73210634","79","Bangladesh"
"UNOPS","2017","76","76","Croatia"
"ICAO","2017","63.53968254","64","Republic of Korea"
"UN-HABITAT","2017","59.26","59","Zimbabwe"
"UNDP","2017","53","53","Republic of Korea"
"ICAO","2017","51.61904762","52","Botswana"
"ICAO","2017","45.00793651","45","Egypt"
"ICAO","2017","42.55555556","43","Oman"
"ICAO","2017","40.15873016","40","Angola"
"ICAO","2017","38.96825397","39","Libya"
"ICAO","2017","36.52380952","37","Philippines"
"UNWTO","2017","36.15292712","36","Mozambique"
"ICAO","2017","30.18253968","30","Tunisia"
"ICAO","2017","30.51587302","31","Mongolia"
"ICAO","2017","25.80952381","26","Romania"
"ICAO","2017","25.80952381","26","Liberia"
"ICAO","2017","25.80952381","26","Latvia"
"ICAO","2017","25.80952381","26","Papua New Guinea"
"ICAO","2017","25.80952381","26","Iceland"
"ICAO","2017","25.80952381","26","Congo"
"ICAO","2017","25.80952381","26","Nicaragua"
"ICAO","2017","25.80952381","26","Qatar"
"ICAO","2017","21.27777778","21","Yemen"
"UNWTO","2017","20.31063321","20","Niger"
"ICAO","2017","20.75396825","21","Jordan"
"ICAO","2017","19.1984127","19","Mauritania"
"UPU","2017","15.33742331","15","Chad"
"ICAO","2017","13.83333333","14","Czech Republic"
"ICAO","2017","12.27777778","12","Italy"
"ICAO","2017","12.27777778","12","Cameroon"
"ICAO","2017","11.32539683","11","Viet Nam"
"UPU","2017","5.112474438","5","Niger"
"UN","2017","0","0","Belarus"
"UNOPS","2017","0","0","Hungary"
"UN","2017","-0.16","-0","Tonga"
"UNOPS","2017","0","0","Egypt"
"UN","2017","-3.35","-3","Bhutan"
"UN","2017","-4.89","-5","Oman"
"UNDP","2017","-12","-12","Qatar"
"ICAO","2017","-53.93650794","-54","Brazil"
"UNHCR","2017","-61.17","-61","Sark"
"ICAO","2017","-181.6904762","-182","Tanzania, United Republic of"
"UN-HABITAT","2017","-1018.84","-1,019","India"
"UN","2017","-1088.41","-1,088","Denmark"
"UPU","2017","-1307.770961","-1,308","Madagascar"
"ICAO","2017","-1385.746032","-1,386","Mozambique"
"ICAO","2017","-1919.968254","-1,920","Bahamas"
"UN-HABITAT","2017","-2054.8","-2,055","Timor-Leste"
"UN","2017","-2339.39","-2,339","Ireland"
"UN-HABITAT","2017","-2477.25","-2,477","Spain"
"UNOPS","2017","-2510","-2,510","Congo"
"UNOPS","2017","-5573","-5,573","Gabon"
"UNOPS","2017","-6001","-6,001","Nicaragua"
"UN","2017","-10710.740000000002","-10,711","Solomon Islands"
"UNWOMEN","2017","-11442.79","-11,443","Dominica"
"UN","2017","-13908.66","-13,909","Botswana"
"UN","2017","-14447.07","-14,447","Ghana"
"UNOPS","2017","-16272","-16,272","Angola"
"UN","2017","-17091.68","-17,092","Saint Pierre and Miquelon"
"UN","2017","-22401.28","-22,401","Congo"
"UNOPS","2017","-23930","-23,930","Saudi Arabia"
"UN-HABITAT","2017","-28205.8","-28,206","Niger"
"UN-HABITAT","2017","-41152.84","-41,153","Uganda"
"WHO","2017","-55387","-55,387","Cyprus"
"UN","2017","-57945.749999999985","-57,946","Lesotho"
"UN","2017","-64547.75","-64,548","Tajikistan"
"UNOPS","2017","-67170","-67,170","Morocco"
"UN-HABITAT","2017","-73030.17","-73,030","Morocco"
"UN-HABITAT","2017","-80536.12","-80,536","Bolivia (Plurinational State of)"
"UNIDO","2017","-135270.5395","-135,271","Kuwait"
"UN-HABITAT","2017","-147470.88","-147,471","Bangladesh"
"FAO","2017","-160324.2","-160,324","Cook Islands"
"UN","2017","-192566.25","-192,566","Western Sahara"
"FAO","2017","-1468493.62","-1,468,494","Syrian Arab Republic"
"ICAO","2017","-3136224.27","-3,136,224","Costa Rica"
